order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,year_month,delivery_days,is_returned,net_sales
O101540,C17783,P234354,Home,83.57,0,1,Credit Card,01-01-2025,04-01-2025,North,No,,,83.57,6.49,16.91,46,Female,2025-01,3,0,83.57
O101541,C13005,P242174,Fashion,235.57,0,4,Debit Card,01-10-2024,06-10-2024,Central,No,,,942.28,11.7,318.1,58,Male,2024-10,5,0,942.28
O101542,C13281,P239906,Sports,255.62,0,1,PayPal,14-08-2025,17-08-2025,Central,No,,,255.62,7.82,68.87,33,Male,2025-08,3,0,255.62
O101543,C10984,P207662,Home,62.73,0.05,1,Credit Card,27-06-2024,01-07-2024,North,No,,,59.59,6.86,9.83,21,Female,2024-06,4,0,59.59
O101544,C17136,P207404,Fashion,17.46,0.15,1,Credit Card,02-02-2025,08-02-2025,West,No,,,14.84,3.14,2.05,24,Male,2025-02,6,0,14.84
O101545,C17790,P246101,Electronics,144.23,0.15,1,Debit Card,30-08-2024,03-09-2024,Central,No,,,122.6,7.61,7.1,41,Female,2024-08,4,0,122.6
O101546,C11639,P242605,Grocery,16.2,0.1,1,Credit Card,03-11-2023,08-11-2023,North,No,,,14.58,4.68,-3.51,62,Female,2023-11,5,0,14.58
O101547,C10827,P209542,Toys,27.45,0,1,Debit Card,10-04-2024,13-04-2024,North,No,,,27.45,5.45,5.53,18,Male,2024-04,3,0,27.45
O101548,C12730,P215904,Toys,6.8,0,1,Debit Card,06-05-2025,10-05-2025,West,No,,,6.8,3.26,-0.54,68,Male,2025-05,4,0,6.8
O101549,C13531,P227774,Home,46.13,0,3,Credit Card,06-12-2023,11-12-2023,West,No,,,138.39,8.74,30.01,22,Male,2023-12,5,0,138.39
O101550,C17147,P208556,Sports,48.41,0,1,UPI,31-10-2023,05-11-2023,South,No,,,48.41,6.35,8.17,24,Male,2023-10,5,0,48.41
O101551,C14451,P246123,Beauty,16.91,0,1,Wallet,02-04-2025,08-04-2025,East,No,,,16.91,4.61,3,69,Male,2025-04,6,0,16.91
O101552,C17151,P212806,Home,338.46,0.15,1,Debit Card,24-03-2024,29-03-2024,West,No,,,287.69,8.66,71.89,35,Female,2024-03,5,0,287.69
O101553,C15443,P242586,Toys,2.53,0,1,UPI,29-08-2024,01-09-2024,Central,No,,,2.53,1.96,-0.95,27,Female,2024-08,3,0,2.53
O101554,C17300,P214864,Grocery,14.39,0.1,1,Debit Card,13-02-2024,17-02-2024,South,No,,,12.95,2.82,-1.78,58,Female,2024-02,4,0,12.95
O101555,C12935,P230016,Grocery,27.05,0.05,4,PayPal,19-06-2025,23-06-2025,North,No,,,102.79,6.5,1.72,53,Male,2025-06,4,0,102.79
O101556,C13876,P233749,Toys,27.27,0.05,1,Credit Card,11-06-2025,17-06-2025,Central,Yes,14-07-2025,Not as described,25.91,5.99,4.37,26,Female,2025-06,6,1,0
O101557,C15959,P242996,Sports,34.02,0.15,1,Debit Card,29-12-2024,05-01-2025,East,No,,,28.92,4.64,4.04,31,Other,2024-12,7,0,28.92
O101558,C10126,P236320,Sports,73.69,0.2,1,UPI,12-05-2025,17-05-2025,East,No,,,58.95,6.54,11.14,37,Female,2025-05,5,0,58.95
O101559,C13177,P217305,Toys,49.42,0,1,Credit Card,25-08-2025,30-08-2025,West,No,,,49.42,5.48,14.29,18,Male,2025-08,5,0,49.42
O101560,C13056,P211938,Home,26.19,0.15,1,COD,22-03-2024,27-03-2024,Central,No,,,22.26,7.01,-0.78,47,Female,2024-03,5,0,22.26
O101561,C10603,P216318,Fashion,220.49,0,1,COD,16-08-2024,20-08-2024,West,No,,,220.49,6.81,70.36,22,Male,2024-08,4,0,220.49
O101562,C17966,P220379,Toys,5.05,0,1,PayPal,31-03-2024,05-04-2024,North,No,,,5.05,1.88,0.14,63,Female,2024-03,5,0,5.05
O101563,C13449,P237820,Grocery,3.02,0.15,3,Credit Card,29-08-2025,03-09-2025,North,No,,,7.7,3.01,-2.39,68,Male,2025-08,5,0,7.7
O101564,C16024,P205406,Fashion,87.4,0.2,1,Credit Card,16-11-2023,21-11-2023,North,No,,,69.92,6.73,17.74,37,Female,2023-11,5,0,69.92
O101565,C15109,P220661,Toys,36.66,0,1,Debit Card,07-12-2024,16-12-2024,East,No,,,36.66,5.65,9.01,37,Male,2024-12,9,0,36.66
O101566,C14146,P217858,Fashion,6.9,0,3,Debit Card,14-10-2023,17-10-2023,North,No,,,20.7,3.94,3.3,37,Male,2023-10,3,0,20.7
O101567,C17196,P230816,Grocery,3.43,0.1,1,Credit Card,07-01-2024,13-01-2024,Central,No,,,3.09,3.75,-3.5,44,Male,2024-01,6,0,3.09
O101568,C13533,P212850,Sports,301.73,0.1,1,Debit Card,19-12-2023,25-12-2023,East,No,,,271.56,9.85,71.62,23,Female,2023-12,6,0,271.56
O101569,C13367,P212601,Beauty,11.03,0,1,Wallet,25-09-2024,29-09-2024,West,No,,,11.03,3.29,1.67,39,Male,2024-09,4,0,11.03
O101570,C13368,P239866,Toys,2.24,0.3,1,UPI,30-08-2024,03-09-2024,West,No,,,1.57,1.69,-1.06,30,Male,2024-08,4,0,1.57
O101571,C13797,P226644,Toys,7.76,0.1,1,COD,08-09-2024,12-09-2024,Central,No,,,6.98,2.25,0.54,42,Female,2024-09,4,0,6.98
O101572,C16922,P227428,Grocery,18.51,0,1,Credit Card,16-05-2024,22-05-2024,South,No,,,18.51,4.58,-3.1,18,Male,2024-05,6,0,18.51
O101573,C15526,P239487,Grocery,33.68,0,1,Credit Card,06-02-2025,12-02-2025,East,No,,,33.68,6.13,-3.44,60,Male,2025-02,6,0,33.68
O101574,C11792,P248624,Electronics,104.8,0,1,PayPal,12-04-2024,18-04-2024,East,No,,,104.8,7.44,5.14,41,Male,2024-04,6,0,104.8
O101575,C12861,P241362,Electronics,132.59,0.1,1,UPI,02-01-2025,05-01-2025,North,No,,,119.33,6.91,7.41,63,Female,2025-01,3,0,119.33
O101576,C15732,P233380,Toys,13.46,0.05,1,Credit Card,07-02-2025,14-02-2025,South,No,,,12.79,5.05,0.07,60,Female,2025-02,7,0,12.79
O101577,C13476,P207286,Grocery,19.16,0.1,1,Wallet,15-05-2025,19-05-2025,West,No,,,17.24,2.73,-1.35,59,Male,2025-05,4,0,17.24
O101578,C13417,P210068,Fashion,57.85,0,1,Credit Card,12-05-2025,18-05-2025,South,No,,,57.85,5.86,14.39,59,Male,2025-05,6,0,57.85
O101579,C11645,P209805,Electronics,178.96,0,1,Credit Card,01-08-2024,04-08-2024,North,No,,,178.96,6.75,14.73,35,Male,2024-08,3,0,178.96
O101580,C16563,P203017,Fashion,8.38,0.15,1,Debit Card,08-01-2025,14-01-2025,Central,No,,,7.12,3.17,-0.68,27,Male,2025-01,6,0,7.12
O101581,C11205,P221172,Home,48.4,0,3,COD,17-10-2023,21-10-2023,South,No,,,145.2,7.57,33.09,26,Female,2023-10,4,0,145.2
O101582,C13030,P209926,Toys,6.88,0.05,1,Debit Card,20-07-2025,24-07-2025,West,No,,,6.54,4.94,-2.32,65,Female,2025-07,4,0,6.54
O101583,C12872,P244508,Electronics,56.92,0,3,UPI,06-08-2025,10-08-2025,North,No,,,170.76,8.7,11.79,67,Female,2025-08,4,0,170.76
O101584,C13072,P223486,Fashion,186.45,0,1,COD,25-01-2024,29-01-2024,North,No,,,186.45,7.11,58.15,18,Female,2024-01,4,0,186.45
O101585,C11854,P230397,Grocery,4.88,0,1,Credit Card,29-06-2025,03-07-2025,West,No,,,4.88,1.21,-0.82,46,Female,2025-06,4,0,4.88
O101586,C14021,P229511,Electronics,638.63,0,1,UPI,23-04-2025,26-04-2025,Central,No,,,638.63,9.09,67.55,26,Other,2025-04,3,0,638.63
O101587,C14662,P243340,Sports,75.23,0,2,Wallet,19-05-2025,24-05-2025,Central,No,,,150.46,6.66,38.48,66,Female,2025-05,5,0,150.46
O101588,C16514,P249005,Home,482.16,0,1,Debit Card,21-10-2023,27-10-2023,East,No,,,482.16,9.68,125.32,67,Male,2023-10,6,0,482.16
O101589,C15031,P210002,Sports,25.93,0,1,COD,09-10-2024,13-10-2024,West,No,,,25.93,4.81,2.97,24,Male,2024-10,4,0,25.93
O101590,C16030,P248586,Electronics,88.12,0,3,Credit Card,22-03-2024,26-03-2024,West,No,,,264.36,10.12,21.6,43,Male,2024-03,4,0,264.36
O101591,C12708,P203201,Fashion,5.12,0.2,3,UPI,22-03-2025,25-03-2025,North,No,,,12.29,3.55,0.75,24,Male,2025-03,3,0,12.29
O101592,C13502,P233520,Home,176.88,0,1,PayPal,25-08-2025,28-08-2025,Central,No,,,176.88,7.15,42.38,37,Male,2025-08,3,0,176.88
O101593,C17112,P227048,Toys,9.19,0,4,Wallet,25-08-2025,30-08-2025,South,No,,,36.76,3.51,11.19,49,Female,2025-08,5,0,36.76
O101594,C11332,P230130,Beauty,53.05,0.1,1,PayPal,31-12-2023,05-01-2024,South,No,,,47.74,7.4,14.08,49,Male,2023-12,5,0,47.74
O101595,C17304,P240324,Electronics,376.49,0,3,Credit Card,14-09-2023,20-09-2023,East,No,,,1129.47,9.49,126.05,51,Male,2023-09,6,0,1129.47
O101596,C10201,P201341,Toys,18.94,0.1,2,UPI,23-06-2024,28-06-2024,East,No,,,34.09,4.38,9.26,50,Female,2024-06,5,0,34.09
O101597,C13507,P213981,Electronics,266.86,0,1,Credit Card,15-05-2025,20-05-2025,West,No,,,266.86,6.79,25.23,29,Male,2025-05,5,0,266.86
O101598,C16456,P208696,Grocery,4.93,0,1,Debit Card,13-03-2024,18-03-2024,West,No,,,4.93,2.95,-2.56,63,Male,2024-03,5,0,4.93
O101599,C14212,P214525,Fashion,8.29,0,1,COD,22-07-2025,27-07-2025,East,No,,,8.29,1.86,1.04,48,Female,2025-07,5,0,8.29
O101600,C17833,P226545,Home,87.18,0.1,1,Credit Card,27-09-2023,01-10-2023,West,No,,,78.46,7.05,14.92,66,Female,2023-09,4,0,78.46
O101601,C15032,P228625,Electronics,83.92,0,5,Credit Card,08-09-2025,13-09-2025,East,No,,,419.6,7.77,42.58,46,Female,2025-09,5,0,419.6
O101602,C17970,P205565,Beauty,60.86,0,1,COD,11-03-2025,15-03-2025,North,No,,,60.86,4.99,22.4,33,Male,2025-03,4,0,60.86
O101603,C10574,P214947,Home,242.79,0,1,Credit Card,02-09-2025,06-09-2025,South,No,,,242.79,8.38,59.6,33,Male,2025-09,4,0,242.79
O101604,C16387,P230077,Home,137.32,0.15,1,Credit Card,14-05-2025,20-05-2025,South,No,,,116.72,7,25.68,31,Male,2025-05,6,0,116.72
O101605,C10536,P240698,Electronics,245.74,0,1,PayPal,17-07-2024,22-07-2024,South,No,,,245.74,7.91,21.58,18,Male,2024-07,5,0,245.74
O101606,C11625,P206517,Toys,13.91,0.3,2,Credit Card,20-05-2025,24-05-2025,South,No,,,19.47,2.8,4.99,63,Male,2025-05,4,0,19.47
O101607,C12122,P214287,Toys,14.28,0,1,UPI,02-12-2024,05-12-2024,North,No,,,14.28,5.79,-0.08,27,Female,2024-12,3,0,14.28
O101608,C17973,P211829,Beauty,36.52,0,1,Credit Card,28-06-2025,02-07-2025,West,Yes,21-07-2025,No longer needed,36.52,6.09,10.34,49,Male,2025-06,4,1,0
O101609,C10385,P202422,Beauty,6.31,0,1,Debit Card,27-06-2024,30-06-2024,North,No,,,6.31,3.38,-0.54,45,Male,2024-06,3,0,6.31
O101610,C13281,P229060,Sports,84.52,0,1,PayPal,08-05-2024,13-05-2024,South,No,,,84.52,5.32,20.04,46,Female,2024-05,5,0,84.52
O101611,C10474,P246728,Electronics,594.33,0,1,PayPal,07-12-2024,12-12-2024,East,No,,,594.33,10.4,60.92,20,Female,2024-12,5,0,594.33
O101612,C10417,P241633,Grocery,10.4,0.3,1,UPI,27-11-2023,03-12-2023,West,No,,,7.28,4.15,-3.57,37,Male,2023-11,6,0,7.28
O101613,C16490,P205985,Fashion,5.68,0.05,1,Credit Card,10-11-2024,15-11-2024,Central,No,,,5.4,2.8,-0.91,27,Female,2024-11,5,0,5.4
O101614,C13600,P239715,Sports,37.6,0,1,PayPal,17-04-2024,20-04-2024,North,No,,,37.6,6.33,4.95,52,Male,2024-04,3,0,37.6
O101615,C16783,P213790,Beauty,30.06,0,1,UPI,04-02-2025,09-02-2025,East,No,,,30.06,6.3,7.23,38,Female,2025-02,5,0,30.06
O101616,C15034,P247507,Beauty,69.67,0.05,1,COD,21-08-2024,26-08-2024,North,No,,,66.19,6.77,23.02,38,Female,2024-08,5,0,66.19
O101617,C10954,P225168,Toys,46.09,0,1,COD,14-11-2023,18-11-2023,North,No,,,46.09,6.32,12.12,42,Male,2023-11,4,0,46.09
O101618,C14971,P224019,Fashion,90.06,0.15,1,COD,25-09-2024,01-10-2024,East,No,,,76.55,6.35,20.44,62,Male,2024-09,6,0,76.55
O101619,C14858,P243739,Sports,304.9,0.1,1,UPI,04-06-2025,13-06-2025,South,No,,,274.41,8.87,73.45,41,Female,2025-06,9,0,274.41
O101620,C15298,P203668,Beauty,11.05,0,1,PayPal,15-06-2024,20-06-2024,South,No,,,11.05,3.48,1.49,27,Female,2024-06,5,0,11.05
O101621,C11205,P210744,Electronics,54.05,0.1,3,COD,19-02-2025,22-02-2025,Central,No,,,145.93,7.77,9.74,20,Male,2025-02,3,0,145.93
O101622,C14759,P228754,Home,67.61,0,1,Debit Card,18-11-2024,24-11-2024,West,No,,,67.61,7.6,11.33,27,Male,2024-11,6,0,67.61
O101623,C14120,P219522,Toys,18.92,0.1,1,Debit Card,24-02-2025,28-02-2025,Central,No,,,17.03,5.26,1.55,67,Male,2025-02,4,0,17.03
O101624,C11990,P204509,Fashion,23.71,0,3,Credit Card,20-07-2024,25-07-2024,West,Yes,26-07-2024,Missing/Wrong item,71.13,6.3,18.6,41,Male,2024-07,5,1,0
O101625,C15299,P202500,Home,15.95,0,1,Credit Card,11-02-2025,16-02-2025,South,No,,,15.95,5.25,-0.78,68,Male,2025-02,5,0,15.95
O101626,C14805,P209904,Home,103.17,0,1,Debit Card,13-01-2024,20-01-2024,East,No,,,103.17,5.74,23.15,37,Male,2024-01,7,0,103.17
O101627,C13572,P226921,Beauty,8.46,0.05,1,Credit Card,23-03-2025,30-03-2025,South,No,,,8.04,4.97,-1.35,26,Male,2025-03,7,0,8.04
O101628,C15975,P216683,Grocery,18.12,0.2,1,PayPal,12-04-2024,18-04-2024,South,No,,,14.5,4.26,-3.1,45,Male,2024-04,6,0,14.5
O101629,C15280,P212416,Electronics,80.37,0.15,2,Credit Card,17-04-2024,21-04-2024,West,No,,,136.63,9.75,6.65,19,Male,2024-04,4,0,136.63
O101630,C16320,P214833,Home,427.79,0.1,2,Debit Card,03-07-2024,07-07-2024,West,No,,,770.02,10.05,205.56,61,Female,2024-07,4,0,770.02
O101631,C14380,P218290,Home,285.58,0,1,Credit Card,13-01-2024,17-01-2024,Central,No,,,285.58,8.57,71.39,36,Male,2024-01,4,0,285.58
O101632,C14158,P235253,Fashion,106.79,0,2,COD,07-06-2025,12-06-2025,West,No,,,213.58,9.18,65.57,18,Female,2025-06,5,0,213.58
O101633,C15098,P214003,Grocery,21.54,0,1,PayPal,30-01-2025,03-02-2025,North,No,,,21.54,4.84,-3.12,61,Male,2025-01,4,0,21.54
O101634,C14757,P240227,Electronics,376.3,0,1,Debit Card,02-01-2024,05-01-2024,Central,No,,,376.3,9.8,35.36,43,Female,2024-01,3,0,376.3
O101635,C12713,P206120,Electronics,67.85,0.1,2,Debit Card,18-12-2023,22-12-2023,South,No,,,122.13,8.06,6.6,20,Male,2023-12,4,0,122.13
O101636,C12203,P241253,Sports,116.79,0,3,COD,15-05-2024,22-05-2024,East,No,,,350.37,9.59,95.52,37,Male,2024-05,7,0,350.37
O101637,C15588,P214251,Fashion,72.56,0,2,Credit Card,11-03-2025,16-03-2025,South,No,,,145.12,7.44,43.35,67,Male,2025-03,5,0,145.12
O101638,C13120,P222486,Sports,23.79,0,2,Wallet,20-10-2023,25-10-2023,East,No,,,47.58,6.28,7.99,20,Male,2023-10,5,0,47.58
O101639,C10966,P228334,Toys,20.81,0.05,3,Credit Card,15-07-2024,22-07-2024,East,No,,,59.31,6.28,17.44,21,Male,2024-07,7,0,59.31
O101640,C14944,P206172,Fashion,37.04,0,1,UPI,28-12-2024,02-01-2025,North,No,,,37.04,4.29,8.67,28,Male,2024-12,5,0,37.04
O101641,C15203,P222706,Fashion,36.44,0.05,1,Debit Card,25-08-2024,30-08-2024,North,No,,,34.62,4.99,7.13,66,Male,2024-08,5,0,34.62
O101642,C13432,P218472,Electronics,122.3,0,2,Debit Card,26-02-2024,01-03-2024,West,No,,,244.6,8.78,20.57,27,Male,2024-02,4,0,244.6
O101643,C10688,P221695,Fashion,71.12,0.3,3,Credit Card,16-10-2024,19-10-2024,North,No,,,149.35,6.87,45.4,19,Female,2024-10,3,0,149.35
O101644,C14243,P239255,Fashion,132.44,0.2,2,Debit Card,28-06-2024,01-07-2024,Central,No,,,211.9,9.74,64.42,62,Male,2024-06,3,0,211.9
O101645,C13701,P242732,Toys,32.49,0,1,COD,18-02-2025,24-02-2025,East,No,,,32.49,5.35,7.65,22,Male,2025-02,6,0,32.49
O101646,C10341,P211055,Toys,11.06,0.1,5,Debit Card,27-05-2024,30-05-2024,Central,No,,,49.77,5.99,13.92,27,Male,2024-05,3,0,49.77
O101647,C16619,P232716,Electronics,1397.55,0,1,PayPal,31-12-2023,05-01-2024,East,No,,,1397.55,9.98,157.73,43,Male,2023-12,5,0,1397.55
O101648,C15182,P206880,Toys,10.91,0,1,Credit Card,06-12-2023,11-12-2023,West,No,,,10.91,2.22,2.14,38,Female,2023-12,5,0,10.91
O101649,C11724,P228949,Electronics,136.82,0,4,Debit Card,10-04-2025,14-04-2025,West,No,,,547.28,8.99,56.68,18,Female,2025-04,4,0,547.28
O101650,C15479,P219810,Sports,348.73,0.05,3,Credit Card,18-03-2025,22-03-2025,West,No,,,993.88,12.09,286.07,37,Male,2025-03,4,0,993.88
O101651,C16704,P200528,Electronics,556.93,0,1,COD,09-08-2024,14-08-2024,West,No,,,556.93,12.39,54.44,56,Female,2024-08,5,0,556.93
O101652,C14422,P243093,Electronics,515.5,0,1,Wallet,25-07-2025,29-07-2025,North,No,,,515.5,10.09,51.77,61,Female,2025-07,4,0,515.5
O101653,C11792,P218308,Sports,17.93,0,1,COD,26-03-2025,01-04-2025,West,No,,,17.93,5.45,-0.07,27,Female,2025-03,6,0,17.93
O101654,C11759,P222844,Home,38.07,0,1,Debit Card,05-12-2023,10-12-2023,East,No,,,38.07,6.99,3.67,56,Male,2023-12,5,0,38.07
O101655,C13212,P222360,Beauty,3.46,0.1,1,Credit Card,22-07-2024,25-07-2024,North,No,,,3.11,0.94,0.46,41,Female,2024-07,3,0,3.11
O101656,C10989,P222405,Home,207.37,0,1,Debit Card,02-11-2023,08-11-2023,North,No,,,207.37,7.94,50.12,68,Female,2023-11,6,0,207.37
O101657,C12262,P217246,Electronics,155.97,0,1,Debit Card,22-02-2024,02-03-2024,East,Yes,05-03-2024,Slow delivery,155.97,7.97,10.75,19,Male,2024-02,9,1,0
O101658,C12482,P227792,Sports,23.95,0,3,Debit Card,14-08-2025,19-08-2025,South,No,,,71.85,6.17,15.38,55,Female,2025-08,5,0,71.85
O101659,C10951,P243322,Toys,5.95,0,1,UPI,26-06-2025,29-06-2025,Central,No,,,5.95,2.28,0.1,34,Female,2025-06,3,0,5.95
O101660,C10722,P220704,Electronics,383.06,0,4,Credit Card,10-05-2025,13-05-2025,North,No,,,1532.24,11.27,172.6,43,Other,2025-05,3,0,1532.24
O101661,C13389,P248181,Home,84.72,0,1,Credit Card,27-04-2024,01-05-2024,Central,No,,,84.72,5.76,17.96,23,Female,2024-04,4,0,84.72
O101662,C12079,P230589,Beauty,72.51,0.1,1,Debit Card,27-02-2024,02-03-2024,South,No,,,65.26,6.35,23.02,21,Female,2024-02,4,0,65.26
O101663,C12717,P222436,Beauty,14.16,0.3,2,UPI,22-01-2025,28-01-2025,East,No,,,19.82,4.03,4.89,57,Male,2025-01,6,0,19.82
O101664,C12332,P246895,Beauty,46.98,0,1,Credit Card,05-09-2024,09-09-2024,Central,No,,,46.98,6.33,14.81,19,Male,2024-09,4,0,46.98
O101665,C13376,P224643,Sports,87.75,0.1,1,PayPal,27-09-2023,02-10-2023,East,No,,,78.98,6.15,17.54,59,Male,2023-09,5,0,78.98
O101666,C14524,P218026,Grocery,17.09,0,1,PayPal,16-09-2024,22-09-2024,West,No,,,17.09,3.72,-2.35,55,Female,2024-09,6,0,17.09
O101667,C11500,P215693,Home,34.32,0.05,1,Credit Card,11-02-2024,15-02-2024,North,No,,,32.6,3.65,5.48,43,Male,2024-02,4,0,32.6
O101668,C10285,P209212,Beauty,36.86,0.15,1,UPI,15-09-2024,20-09-2024,East,No,,,31.33,4.84,9.26,47,Male,2024-09,5,0,31.33
O101669,C17311,P237964,Sports,18.81,0.05,3,Credit Card,01-04-2024,04-04-2024,North,No,,,53.61,6.23,9.85,50,Male,2024-04,3,0,53.61
O101670,C13495,P213850,Beauty,31.78,0.05,1,Debit Card,18-01-2024,21-01-2024,North,No,,,30.19,4.9,8.69,45,Female,2024-01,3,0,30.19
O101671,C17186,P239767,Home,92.48,0,1,Credit Card,31-08-2024,05-09-2024,South,No,,,92.48,7.23,18.66,44,Male,2024-08,5,0,92.48
O101672,C12065,P207322,Beauty,9.36,0,1,PayPal,11-11-2024,16-11-2024,West,No,,,9.36,3.21,1,56,Female,2024-11,5,0,9.36
O101673,C10768,P235911,Sports,74.38,0,1,Debit Card,07-06-2025,12-06-2025,West,No,,,74.38,7.51,14.8,49,Female,2025-06,5,0,74.38
O101674,C16733,P246580,Beauty,50.42,0,1,UPI,25-04-2024,29-04-2024,South,No,,,50.42,4.46,18.23,61,Male,2024-04,4,0,50.42
O101675,C15490,P230387,Fashion,13.26,0,1,Debit Card,29-06-2024,04-07-2024,South,No,,,13.26,4.06,0.58,59,Female,2024-06,5,0,13.26
O101676,C17342,P205678,Home,34.47,0.2,1,UPI,12-11-2023,17-11-2023,West,No,,,27.58,6.21,1.51,62,Other,2023-11,5,0,27.58
O101677,C13057,P201382,Grocery,11.05,0,1,Credit Card,19-01-2025,23-01-2025,West,No,,,11.05,2.34,-1.46,35,Female,2025-01,4,0,11.05
O101678,C14289,P221780,Toys,21.3,0,1,Credit Card,19-10-2023,24-10-2023,West,No,,,21.3,5.85,2.67,32,Male,2023-10,5,0,21.3
O101679,C16645,P227506,Sports,63.6,0.1,1,Credit Card,29-04-2024,05-05-2024,West,No,,,57.24,4.25,12.92,65,Female,2024-04,6,0,57.24
O101680,C15083,P242296,Sports,40.46,0,2,Debit Card,11-04-2025,17-04-2025,West,No,,,80.92,5.81,18.47,29,Female,2025-04,6,0,80.92
O101681,C15232,P231848,Electronics,72.61,0.05,1,PayPal,07-02-2025,13-02-2025,North,No,,,68.98,6.15,2.13,27,Female,2025-02,6,0,68.98
O101682,C12161,P239882,Home,16.72,0.2,1,Credit Card,31-01-2024,05-02-2024,East,No,,,13.38,4.07,-0.32,45,Male,2024-01,5,0,13.38
O101683,C13293,P242202,Electronics,63.54,0.05,1,PayPal,22-01-2025,26-01-2025,North,No,,,60.36,7.35,-0.11,34,Female,2025-01,4,0,60.36
O101684,C15797,P201705,Toys,47.54,0.1,1,Debit Card,02-08-2024,05-08-2024,North,No,,,42.79,5.74,11.38,68,Male,2024-08,3,0,42.79
O101685,C10946,P205997,Fashion,11.92,0,1,UPI,28-10-2024,03-11-2024,Central,No,,,11.92,3.37,0.8,48,Male,2024-10,6,0,11.92
O101686,C14926,P222447,Toys,8.88,0.1,1,UPI,18-08-2024,22-08-2024,West,No,,,7.99,4.09,-0.89,44,Female,2024-08,4,0,7.99
O101687,C17811,P240730,Toys,85.8,0,1,Credit Card,24-02-2024,27-02-2024,North,No,,,85.8,6.12,28.2,35,Male,2024-02,3,0,85.8
O101688,C16016,P244159,Grocery,35.55,0,2,Debit Card,18-01-2024,25-01-2024,West,No,,,71.1,5.31,0.38,38,Female,2024-01,7,0,71.1
O101689,C13335,P214535,Sports,14.31,0.1,1,Wallet,02-02-2024,07-02-2024,North,No,,,12.88,4.73,-0.87,33,Male,2024-02,5,0,12.88
O101690,C17068,P224480,Beauty,22.63,0.2,1,Credit Card,14-04-2025,20-04-2025,East,No,,,18.1,4.62,3.53,69,Other,2025-04,6,0,18.1
O101691,C14150,P231051,Beauty,27.59,0.05,1,Credit Card,24-05-2024,29-05-2024,Central,No,,,26.21,5.33,6.46,63,Female,2024-05,5,0,26.21
O101692,C17810,P212129,Fashion,7.74,0.15,1,Debit Card,11-07-2025,15-07-2025,West,No,,,6.58,2.6,-0.3,35,Other,2025-07,4,0,6.58
O101693,C14895,P230785,Electronics,473.29,0,1,Debit Card,30-11-2024,07-12-2024,East,No,,,473.29,8.27,48.52,60,Male,2024-11,7,0,473.29
O101694,C14873,P229402,Electronics,1483.92,0.05,1,Debit Card,10-05-2025,15-05-2025,East,No,,,1409.72,11.12,158.05,48,Male,2025-05,5,0,1409.72
O101695,C11481,P241527,Fashion,32.58,0,4,COD,26-12-2023,01-01-2024,Central,Yes,02-01-2024,Missing/Wrong item,130.32,8.75,36.86,19,Male,2023-12,6,1,0
O101696,C11901,P202704,Grocery,8.86,0,1,Wallet,03-04-2025,08-04-2025,East,No,,,8.86,4.6,-3.89,33,Female,2025-04,5,0,8.86
O101697,C16305,P227027,Electronics,399.99,0.05,1,COD,12-10-2023,17-10-2023,East,No,,,379.99,8.38,37.22,47,Male,2023-10,5,0,379.99
O101698,C13451,P205725,Sports,141.16,0.05,1,Credit Card,04-10-2024,11-10-2024,West,No,,,134.1,8.26,31.97,59,Female,2024-10,7,0,134.1
O101699,C14064,P225223,Fashion,81.68,0,1,Debit Card,19-03-2024,23-03-2024,South,No,,,81.68,7.2,21.39,18,Female,2024-03,4,0,81.68
O101700,C16230,P226769,Grocery,2.06,0,1,UPI,06-02-2025,11-02-2025,South,No,,,2.06,1.17,-1.01,23,Female,2025-02,5,0,2.06
O101701,C10054,P227384,Home,222.36,0,1,Credit Card,20-05-2025,24-05-2025,Central,No,,,222.36,8.49,53.77,32,Male,2025-05,4,0,222.36
O101702,C17643,P232145,Home,272.76,0,1,Credit Card,15-12-2023,19-12-2023,South,No,,,272.76,8.75,67.62,30,Male,2023-12,4,0,272.76
O101703,C11823,P232892,Home,16.09,0.05,2,UPI,01-10-2023,06-10-2023,North,No,,,30.57,5.52,3.04,23,Other,2023-10,5,0,30.57
O101704,C15297,P242497,Toys,2.79,0,5,Debit Card,30-09-2024,05-10-2024,East,No,,,13.95,3.91,1.67,26,Male,2024-09,5,0,13.95
O101705,C13462,P230027,Fashion,44.36,0,1,UPI,06-05-2024,09-05-2024,Central,No,,,44.36,5.19,10.34,60,Female,2024-05,3,0,44.36
O101706,C17516,P212767,Toys,15.51,0,1,COD,26-04-2025,01-05-2025,North,No,,,15.51,3.45,2.75,41,Female,2025-04,5,0,15.51
O101707,C13079,P221481,Sports,395.16,0.2,1,Debit Card,13-05-2025,19-05-2025,South,No,,,316.13,8.56,86.28,19,Male,2025-05,6,0,316.13
O101708,C10832,P237575,Fashion,22.14,0,2,Credit Card,14-04-2024,27-04-2024,East,No,,,44.28,7.21,8.29,48,Female,2024-04,13,0,44.28
O101709,C14408,P218354,Electronics,339.93,0,1,Debit Card,02-01-2025,07-01-2025,West,No,,,339.93,7.85,32.94,51,Female,2025-01,5,0,339.93
O101710,C12806,P248777,Toys,15.9,0,2,COD,13-05-2025,17-05-2025,North,No,,,31.8,5.54,7.18,22,Female,2025-05,4,0,31.8
